artists,avg_popularity,track_count,avg_danceability,avg_energy,avg_mood,genres
Parthiv Gohil,35.5,6,0.677,0.727,0.728,folk
Junior Brielle,35.5,2,0.492,0.81,0.724,swedish
Salim–Sulaiman;Amitabh Bhattacharya,35.5,2,0.601,0.681,0.468,folk
Sujatha;Srinivas,35.5,2,0.708,0.627,0.716,malay
ANUQRAM,35.5,2,0.561,0.901,0.447,"progressive-house, trance"
Rain Sounds Collection,35.5,4,0.275,0.957,0.415,sleep
Shaggy,35.5,2,0.859,0.712,0.756,reggae
Sannex,35.5,2,0.562,0.907,0.814,ska
forever grown,35.5,2,0.742,0.27,0.305,study
Lower Than Atlantis,35.5,2,0.45,0.554,0.462,british
Lanek,35.5,2,0.601,0.485,0.296,electronic
Darckstar,35.5,2,0.7,0.829,0.732,anime
Dhaval Kothari,35.5,2,0.583,0.494,0.442,folk
Sonora Skandalera,35.5,2,0.487,0.919,0.862,ska
The Interrupters,35.5,6,0.596,0.898,0.874,ska
Terry Wright,35.5,2,0.79,0.356,0.498,blues
Avantasia,35.5,4,0.433,0.785,0.448,opera
Ribin Richard;Archana Mohan Iyer,35.5,2,0.652,0.792,0.442,malay
Alfred Hui,35.5,2,0.485,0.544,0.386,cantopop
Wenight,35.5,2,0.746,0.372,0.268,study
Moneybrother,35.5,2,0.46,0.245,0.264,swedish
´Goule,35.5,2,0.652,0.302,0.276,study
Hi! Spencer,35.5,2,0.465,0.865,0.655,punk-rock
Spider ZED,35.5,4,0.786,0.499,0.528,french
Los Auténticos Decadentes;La Bomba de Tiempo,35.5,2,0.641,0.886,0.739,ska
Ayumikurikamaki,35.5,2,0.54,0.953,0.756,j-idol
Akira Kosemura,35.455,11,0.416,0.123,0.141,"ambient, classical, piano"
DJ Shadow,35.429,14,0.566,0.657,0.608,"electronic, trip-hop"
Nikhil Swaroop,35.429,7,0.597,0.192,0.261,"indian, singer-songwriter, songwriter"
Porsche Love,35.4,10,0.605,0.497,0.356,sad
Virginia Lopez,35.4,5,0.577,0.801,0.819,rock-n-roll
Charlie Cunningham,35.4,5,0.584,0.511,0.465,british
Cri-Cri,35.375,40,0.558,0.281,0.462,children
Mrs. GREEN APPLE,35.341,44,0.538,0.819,0.74,"anime, j-pop, j-rock"
Goom Gum,35.333,6,0.721,0.84,0.422,techno
Hugo TSR,35.333,6,0.807,0.734,0.53,french
Adrian Barba,35.333,6,0.561,0.766,0.633,anime
Gramofocas,35.333,6,0.396,0.934,0.829,"hard-rock, hardcore, punk-rock"
Jok'air,35.333,3,0.759,0.606,0.407,french
Costa Mee;Pete Bellis & Tommy,35.333,3,0.697,0.774,0.601,groove
The Spill Canvas,35.333,3,0.577,0.783,0.791,"emo, punk"
Morcheeba,35.333,33,0.613,0.617,0.513,"electronic, trip-hop"
Mandragora;4i20,35.333,3,0.611,0.604,0.38,trance
Tony Esposito,35.333,3,0.738,0.476,0.63,"disco, jazz"
Hasan,35.333,3,0.66,0.572,0.428,emo
Mipso,35.333,6,0.55,0.381,0.509,bluegrass
Shania Twain,35.333,12,0.584,0.656,0.651,country
Wildways,35.333,6,0.435,0.935,0.526,metalcore
Sound Sleeping,35.333,3,0.062,0.65,0.264,sleep
Luciano,35.333,3,0.661,0.644,0.69,"dancehall, german"
Baby Sleep Sounds,35.333,3,0.18,0.662,0.293,sleep
Deafheaven,35.3,10,0.24,0.816,0.455,black-metal
Bernard Adamus,35.25,8,0.692,0.685,0.672,blues
Super Flu,35.25,4,0.716,0.725,0.424,minimal-techno
COIN,35.25,4,0.552,0.685,0.645,"indie-pop, indie"
Andrew Lloyd Webber;Gerard Butler;Emmy Rossum,35.25,4,0.356,0.336,0.262,show-tunes
Vedavathi Prabhakar;CHAYA DEVI,35.25,4,0.494,0.517,0.696,classical
Tipe-X,35.24,25,0.618,0.858,0.765,ska
Tucka,35.222,9,0.806,0.645,0.79,blues
Dead Fish,35.205,39,0.454,0.966,0.639,"hard-rock, hardcore, punk-rock"
Vald,35.2,10,0.692,0.746,0.564,french
HIM,35.2,5,0.526,0.848,0.677,goth
Duffy,35.167,6,0.626,0.728,0.691,"british, soul"
Gaye Su Akyol,35.167,6,0.577,0.428,0.467,"j-rock, jazz, turkish"
Arno,35.167,6,0.532,0.56,0.476,blues
Fit For A King,35.167,6,0.476,0.835,0.528,metalcore
Alexander Popov;Whiteout,35.167,6,0.573,0.918,0.447,"progressive-house, trance"
GOING STEADY,35.143,7,0.309,0.952,0.606,"j-rock, punk-rock, punk"
Wibke Komi,35.143,7,0.694,0.361,0.33,study
Play School,35.125,16,0.73,0.382,0.595,children
Daddy Yankee;Snow,35.111,9,0.737,0.86,0.738,"hip-hop, latin, latino"
Broilers,35.095,21,0.509,0.906,0.677,"german, ska"
Lulu Santos,35.029,34,0.674,0.622,0.702,"brazil, mpb, r-n-b"
Nessa Barrett;jxdn,35.0,2,0.484,0.643,0.464,electro
Los Loud Jets,35.0,2,0.458,0.553,0.704,rock-n-roll
Anis Don Demina,35.0,2,0.64,0.71,0.659,swedish
Los Cuatro Soles,35.0,3,0.5,0.506,0.463,rock-n-roll
Maze;Frankie Beverly,35.0,2,0.608,0.674,0.724,disco
Ankur Tewari,35.0,4,0.672,0.239,0.323,"singer-songwriter, songwriter"
Chi Ching Ching;Sean Paul,35.0,2,0.864,0.86,0.864,"dancehall, j-dance"
Los Churumbeles De España,35.0,2,0.432,0.437,0.598,rock-n-roll
Nils Hoffmann;Natascha Polké,35.0,2,0.631,0.741,0.412,"minimal-techno, techno"
Sanjeeta Bhattacharya;Dhruv Visvanath,35.0,2,0.514,0.147,0.262,"singer-songwriter, songwriter"
Opposite Ways,35.0,2,0.697,0.669,0.296,techno
Rzee,35.0,2,0.815,0.627,0.596,malay
Job Kurian;Shaan Rahman,35.0,2,0.668,0.728,0.609,malay
Akin Jensen,35.0,2,0.653,0.71,0.816,goth
Lorenz Büffel;Anna-Maria Zimmermann,35.0,2,0.67,0.884,0.579,"disco, party"
Johnnie Ray,35.0,3,0.684,0.23,0.513,rockabilly
Rolf Wikström,35.0,2,0.504,0.802,0.681,"blues, swedish"
Animadrop;CHENDA,35.0,2,0.422,0.872,0.382,"dub, dubstep"
Mats Rådberg,35.0,2,0.605,0.694,0.774,swedish
Kapten Röd;Tommy Tip,35.0,2,0.753,0.824,0.82,"dancehall, swedish"
Carbin;hayve;Emily Makis,35.0,2,0.551,0.915,0.557,"dub, dubstep"
INHUMAN;D-Jahsta,35.0,2,0.486,0.931,0.47,"dub, dubstep"
Philip George;Anton Powers,35.0,2,0.631,0.92,0.717,"deep-house, groove"
Thomas Sanders,35.0,2,0.483,0.278,0.278,show-tunes
Mickey Mouse;Goofy,35.0,2,0.545,0.542,0.789,disney
J Balvin;Nicky Jam;French Montana,35.0,2,0.718,0.801,0.851,"latino, reggaeton"
Avail Hollywood,35.0,2,0.77,0.693,0.68,blues
Jam & Spoon;Wehbba,35.0,2,0.516,0.925,0.392,"techno, trance"
Gin Blossoms,35.0,5,0.516,0.895,0.83,grunge
Adlomusic,35.0,3,0.715,0.858,0.62,anime
Mad Tribe,35.0,2,0.578,0.955,0.571,trance
Miles Away;AXYS;RYYZN,35.0,2,0.559,0.744,0.505,"dub, dubstep"
Burgerkill;Ahmad Dhani,35.0,5,0.487,0.837,0.575,"death-metal, hard-rock, hardcore"
LOCKBOX;Ehallz,35.0,2,0.577,0.633,0.372,"dub, dubstep"
Las Perlas Negras,35.0,3,0.629,0.224,0.225,guitar
Manal,35.0,2,0.583,0.698,0.625,blues
Stupeflip;Hélène,35.0,2,0.666,0.736,0.677,french
The Boo Devils,35.0,2,0.459,0.916,0.861,"rockabilly, spanish"
Tunacola,35.0,2,0.522,0.708,0.6,electronic
Markoolio,35.0,2,0.712,0.962,0.806,swedish
Stephan Bodzin;Luna Semara,35.0,2,0.636,0.483,0.256,"minimal-techno, techno"
Lin-Manuel Miranda,35.0,4,0.559,0.386,0.3,show-tunes
Jeff Floyd,35.0,2,0.867,0.556,0.615,blues
Rnla;Julia Alexa,35.0,2,0.635,0.385,0.214,"chill, sad"
Zebunissa Bangash,35.0,2,0.397,0.188,0.296,"singer-songwriter, songwriter"
EDGE;Ratu$,35.0,4,0.875,0.484,0.428,french
Jethro Heston;Cardboard Foxes;Max Marshall,35.0,2,0.685,0.848,0.701,"deep-house, groove"
mooncycles,35.0,2,0.641,0.27,0.259,study
BaianaSystem;Makavelli;Jaymitta,35.0,2,0.618,0.945,0.834,"afrobeat, dub"
Bolt Thrower,35.0,2,0.347,0.887,0.564,death-metal
Omar Apollo;Daniel Caesar,35.0,2,0.555,0.474,0.347,soul
Lena Philipsson,35.0,2,0.601,0.847,0.604,swedish
Coheed and Cambria,35.0,7,0.538,0.885,0.655,emo
Triciclo Circus Band,35.0,2,0.754,0.768,0.858,ska
Nithyasree Mahadevan,35.0,2,0.35,0.469,0.436,classical
Coqeéin Montana,35.0,2,0.785,0.558,0.52,emo
Jean-Michel Blais,35.0,5,0.31,0.145,0.146,ambient
Staysick,35.0,2,0.682,0.882,0.561,"dub, dubstep"
Raimundos;Fred Castro,35.0,2,0.328,0.74,0.51,"hard-rock, punk-rock"
Smitten,35.0,6,0.521,0.752,0.691,"hard-rock, hardcore, punk-rock"
Paco Cañedo,35.0,3,0.537,0.204,0.402,rock-n-roll
La Transa,35.0,2,0.648,0.794,0.851,ska
Nxtwave,35.0,4,0.646,0.723,0.448,electronic
Farin Urlaub,35.0,3,0.457,0.887,0.757,"punk-rock, ska"
Nico Rezende,35.0,2,0.385,0.276,0.271,piano
Dorfrocker;Fättes Blech,35.0,2,0.686,0.9,0.707,"disco, party"
Manuel Carrasco,35.0,9,0.645,0.681,0.629,"latin, spanish"
Fallujah,35.0,3,0.42,0.942,0.446,black-metal
Rain Sounds Factory STHLM,35.0,3,0.101,0.33,0.141,sleep
Cass Phang,35.0,4,0.564,0.422,0.357,cantopop
Jonathan Johansson,35.0,2,0.618,0.557,0.578,swedish
Hacken Lee,35.0,7,0.589,0.477,0.405,cantopop
The Bamboos;Washington,35.0,2,0.565,0.621,0.49,afrobeat
Hyperflow,35.0,2,0.641,0.808,0.414,trance
Raimundos;Oriente,35.0,2,0.607,0.904,0.835,"hard-rock, punk-rock"
U96;Claude Oliver Rudolph,35.0,2,0.498,0.825,0.415,"techno, trance"
Adolescent's Orquesta,34.947,19,0.709,0.74,0.826,salsa
go!go!vanillas,34.917,12,0.352,0.919,0.718,"j-pop, j-rock"
The Rolling Stones,34.9,60,0.572,0.711,0.655,"british, rock"
Overseer,34.9,10,0.568,0.829,0.579,breakbeat
Archive,34.875,8,0.443,0.671,0.332,"electronic, trip-hop"
The Magnetic Fields,34.857,14,0.5,0.598,0.603,club
M. S. Subbulakshmi;Radha Viswanathan,34.833,6,0.6,0.381,0.533,classical
Armin van Buuren;Simon Ward,34.833,6,0.621,0.855,0.583,"progressive-house, trance"
The Wiggles,34.82,50,0.6,0.524,0.58,children
Matadoria,34.8,5,0.526,0.752,0.579,malay
Mike Laure,34.8,25,0.698,0.553,0.756,rock-n-roll
Ellie Goulding;Big Sean,34.778,9,0.675,0.817,0.594,"dance, edm, electro"
Sickbrain,34.75,4,0.712,0.697,0.505,emo
Los Reno,34.75,4,0.697,0.551,0.668,rock-n-roll
Mos Def,34.75,4,0.781,0.668,0.731,"alternative, hardcore"
Bombay Bicycle Club,34.714,7,0.64,0.708,0.633,"alt-rock, british, r-n-b"
Piyush Mishra,34.714,7,0.57,0.614,0.534,"folk, indian"
Havoc Mathan;Havoc Naven,34.696,23,0.708,0.77,0.692,malay
Lyn Lapid,34.692,26,0.601,0.373,0.371,"indie-pop, indie, singer-songwriter"
Natalia Jiménez,34.667,18,0.584,0.675,0.592,spanish
Alberto Vazquez;Manolo Muñoz,34.667,6,0.41,0.42,0.545,"r-n-b, rock-n-roll"
Lomepal,34.667,3,0.548,0.537,0.433,french
Ocean Sounds;BodyHI;Ocean Waves For Sleep,34.667,3,0.158,0.863,0.348,sleep
Manolo Garcia,34.667,3,0.696,0.666,0.637,spanish
Manolo Muñoz,34.667,6,0.535,0.523,0.616,rock-n-roll
White Noise Babies,34.667,3,0.03,0.0,0.006,sleep
Dimatik,34.667,3,0.589,0.9,0.443,hardstyle
The Maccabees,34.667,3,0.507,0.479,0.428,"british, r-n-b"
Flaw,34.667,3,0.479,0.819,0.607,industrial
Peor es Nada,34.667,3,0.227,0.647,0.463,"hardcore, punk"
Karen Wolfe,34.667,3,0.837,0.366,0.635,blues
Alec Benjamin,34.632,38,0.569,0.581,0.561,"electro, pop"
Gowry Lekshmi,34.625,16,0.547,0.496,0.401,malay
Noel Toms,34.625,16,0.548,0.234,0.267,malay
MegaR,34.6,5,0.656,0.881,0.657,anime
Shirley Kwan,34.6,5,0.602,0.462,0.386,cantopop
Sly Withers,34.591,22,0.456,0.842,0.569,"emo, garage, punk"
Queens of the Stone Age,34.583,12,0.453,0.79,0.612,"alt-rock, alternative, blues"
Dorothy,34.571,7,0.565,0.657,0.664,"alt-rock, blues, hard-rock"
GReeeeN,34.529,17,0.588,0.813,0.682,"j-pop, j-rock"
Los Apson,34.522,23,0.638,0.572,0.699,rock-n-roll
Nick Cave & The Bad Seeds,34.5,4,0.616,0.484,0.4,"singer-songwriter, songwriter"
Francis Cabrel,34.5,2,0.564,0.41,0.401,french
The Ocean Waves Sounds,34.5,2,0.095,0.527,0.211,sleep
La Matatena,34.5,2,0.39,0.77,0.617,ska
Mk Mukesh,34.5,2,0.462,0.518,0.474,samba
Orquesta Internacional Los Niches,34.5,2,0.635,0.656,0.839,salsa
Kozah,34.5,2,0.512,0.912,0.548,dubstep
Ownglow,34.5,2,0.59,0.516,0.307,drum-and-bass
6t6;Big Smoak,34.5,4,0.648,0.732,0.795,"dancehall, j-dance"
Corvad,34.5,4,0.658,0.907,0.499,"club, techno"
The Runaways,34.5,2,0.498,0.834,0.631,punk
Snøw,34.5,2,0.568,0.414,0.298,sad
Tristan;Raja Ram,34.5,2,0.626,0.954,0.541,trance
William Orbit,34.5,2,0.54,0.736,0.398,trip-hop
Layo & Bushwacka!;Tim Deluxe,34.5,2,0.684,0.888,0.723,breakbeat
Freakaholics,34.5,2,0.605,0.698,0.462,trance
Kazutaka Ishii,34.5,2,0.432,0.217,0.327,disney
Luther,34.5,4,0.748,0.506,0.527,french
M. Balamuralikrishna,34.5,2,0.366,0.584,0.518,classical
Deep Sleep Rain Sounds,34.5,2,0.15,0.954,0.391,sleep
Parthiv Gohil;MANASI PAREKH GOHIL,34.5,2,0.624,0.662,0.652,folk
WANIMA,34.5,10,0.49,0.874,0.697,"j-pop, j-rock, punk-rock"
"Bobby Cruz;Ricardo ""Richie"" Ray",34.5,4,0.665,0.718,0.844,"jazz, salsa"
Stratotune,34.5,2,0.665,0.238,0.302,study
Dean Evenson;Dudley Evenson,34.5,2,0.065,0.067,0.046,new-age
Faridkot,34.5,2,0.595,0.667,0.559,folk
Arno;Sofiane Pamart,34.5,2,0.399,0.212,0.186,blues
Ultrasonicas,34.5,4,0.563,0.824,0.829,garage
Fritz Kalkbrenner;Helsloot,34.5,2,0.612,0.62,0.324,minimal-techno
3 Doors Down,34.5,42,0.559,0.715,0.509,"alt-rock, alternative, grunge"
"Gaetano Donizetti;Luciano Pavarotti;Orchestra of the Royal Opera House, Covent Garden;Richard Bonynge",34.5,2,0.495,0.328,0.428,opera
Pappo;Almafuerte,34.5,2,0.37,0.83,0.786,heavy-metal
Chilam,34.5,2,0.37,0.473,0.314,cantopop
Ocean Sounds;Calm Sea Sounds,34.5,2,0.196,0.898,0.368,sleep
ISHA,34.5,2,0.76,0.546,0.506,french
Dillon Francis;ILLENIUM;EVAN GIIA,34.5,8,0.488,0.715,0.524,"edm, electro, electronic"
Sanjeev T;Shweta Mohan,34.5,2,0.533,0.415,0.528,folk
T. R. Mahalingam,34.5,2,0.478,0.424,0.64,classical
Elengi,34.5,2,0.724,0.178,0.378,study
Yan Collazo,34.5,2,0.736,0.776,0.777,salsa
Z.Z. Hill,34.5,2,0.734,0.534,0.689,blues
Gritando HC,34.5,4,0.303,0.861,0.678,"hard-rock, hardcore, punk-rock"
Los Pasteles Verdes,34.44,25,0.541,0.551,0.56,"r-n-b, rock-n-roll"
BARBEE BOYS,34.429,7,0.565,0.895,0.697,j-rock
Obituary,34.429,7,0.278,0.944,0.542,"death-metal, groove"
Akcent,34.4,15,0.724,0.766,0.689,"disco, house"
Lérica;Belinda,34.4,5,0.679,0.833,0.761,spanish
Seringai,34.4,15,0.532,0.905,0.645,"hardcore, metal"
Criolo,34.391,64,0.706,0.666,0.658,"afrobeat, brazil"
Los Rude Boys,34.333,9,0.604,0.871,0.837,ska
Sikkil Gurucharan,34.333,3,0.685,0.556,0.768,classical
Alex Schulz,34.333,3,0.702,0.658,0.557,deep-house
Divididos;Gillespi,34.333,3,0.6,0.556,0.481,ska
André Rieu;Johann Strauss Orchestra,34.333,15,0.18,0.387,0.281,opera
Rain for Deep Sleep,34.333,3,0.109,0.714,0.286,sleep
Armin van Buuren;Maia Wright,34.333,6,0.579,0.764,0.481,"progressive-house, trance"
Underaiki,34.333,3,0.518,0.607,0.439,emo
Tajdar Junaid,34.333,6,0.576,0.236,0.248,"singer-songwriter, songwriter"
Asdrubar,34.333,3,0.636,0.902,0.88,salsa
Django,34.333,3,0.78,0.481,0.459,french
Reyan;Melvin,34.333,3,0.718,0.597,0.611,malay
Max Richter;Mari Samuelsen;Konzerthausorchester Berlin;Jonathan Stockhammer,34.333,3,0.365,0.412,0.226,ambient
No Tiene La Vaca,34.333,3,0.546,0.909,0.848,ska
Natural Vibrations,34.333,3,0.707,0.571,0.617,j-rock
Tricky,34.333,6,0.711,0.528,0.517,trip-hop
Sajeer Koppam,34.318,22,0.496,0.48,0.399,malay
Criolo;Emicida,34.3,10,0.495,0.866,0.651,afrobeat
Estela Nuñez,34.294,17,0.489,0.365,0.44,"r-n-b, rock-n-roll"
White Noise Therapy,34.286,7,0.062,0.39,0.161,sleep
Melanie Martinez,34.278,18,0.6,0.644,0.481,"electro, pop"
Lazerpunk;Max Brhon,34.25,4,0.5,0.859,0.418,club
Della,34.25,4,0.533,0.378,0.275,mandopop
Giorgia Angiuli,34.25,4,0.609,0.759,0.35,techno
J9ueve,34.25,4,0.83,0.505,0.432,french
Twiddle,34.25,4,0.556,0.702,0.597,j-rock
Los Freddy's,34.217,23,0.645,0.46,0.614,rock-n-roll
Pennywise,34.2,5,0.285,0.977,0.652,"hardcore, ska"
Peces Raros,34.2,5,0.655,0.781,0.514,electronic
Doblecero,34.2,5,0.745,0.789,0.584,anime
YUKI,34.2,5,0.674,0.859,0.73,"j-pop, j-rock"
BaianaSystem;BNegão,34.167,6,0.834,0.867,0.814,"afrobeat, dub, samba"
So La Lune,34.167,6,0.735,0.508,0.489,french
Kid Loco,34.167,6,0.67,0.665,0.694,"electronic, trip-hop"
Guided By Voices,34.167,6,0.38,0.758,0.52,power-pop
Sir Charles Jones,34.143,7,0.823,0.425,0.537,blues
6091,34.143,7,0.695,0.557,0.419,"electro, electronic, indian"
Joep Beving,34.133,15,0.401,0.05,0.093,"ambient, classical"
Ocean Waves For Sleep,34.125,16,0.127,0.339,0.14,sleep
Lady A,34.125,8,0.587,0.656,0.555,country
Benny,34.091,11,0.504,0.52,0.409,spanish
David Nevue,34.0,2,0.358,0.077,0.163,new-age
Mendum;Brenton Mattheus,34.0,2,0.392,0.828,0.388,"dub, dubstep"
Small Faces,34.0,3,0.672,0.733,0.694,"blues, british, psych-rock"
Medulla,34.0,4,0.646,0.607,0.466,"hard-rock, hardcore"
Kina;Sarcastic Sounds,34.0,2,0.618,0.346,0.327,sad
LJ Echols,34.0,2,0.865,0.677,0.81,blues
Fungus Funk,34.0,2,0.678,0.96,0.505,trance
Fun People,34.0,9,0.396,0.769,0.697,"hard-rock, hardcore, punk-rock"
JUN SKY WALKER(S),34.0,2,0.328,0.927,0.684,j-rock
BaianaSystem;VANDAL,34.0,2,0.726,0.72,0.812,"afrobeat, dub"
BROX,34.0,7,0.624,0.802,0.512,"german, trance"
La Sonora Dinamita,34.0,2,0.74,0.622,0.766,salsa
Krewella;Nucleya,34.0,4,0.7,0.725,0.405,"dub, dubstep"
SNFU,34.0,2,0.281,0.962,0.576,"hardcore, ska"
Roméo Elvis,34.0,3,0.684,0.597,0.568,french
Seiko Oomori,34.0,12,0.501,0.906,0.661,"j-idol, j-rock"
The Beau Brummels,34.0,2,0.591,0.611,0.637,"garage, psych-rock"
Satélite Kingston,34.0,2,0.767,0.764,0.891,ska
Julian Jeweil,34.0,2,0.627,0.946,0.46,minimal-techno
The Qemists,34.0,4,0.378,0.949,0.632,drum-and-bass
benny blanco;Marshmello;Vance Joy,34.0,2,0.668,0.563,0.408,electro
Columbine,34.0,4,0.642,0.62,0.5,french
Asu Maralman,34.0,10,0.533,0.626,0.665,"j-pop, j-rock, psych-rock"
Lantlôs,34.0,2,0.386,0.732,0.344,black-metal
Satanicpornocultshop,34.0,4,0.599,0.643,0.568,idm
BaianaSystem;Buguinha Dub;Curumin;Edgar,34.0,2,0.694,0.82,0.681,"afrobeat, dub"
Jorge Muñiz;Ana Cirré,34.0,2,0.528,0.534,0.62,rock-n-roll
Shaka Ponk,34.0,2,0.545,0.758,0.58,french
Big D and the Kids Table,34.0,4,0.419,0.963,0.76,"punk, ska"
Kind Kaputt,34.0,2,0.491,0.969,0.721,"hard-rock, hardcore"
Mylène Farmer,34.0,6,0.505,0.701,0.488,synth-pop
Pandit Jasraj,34.0,2,0.344,0.42,0.404,classical
Indochine;Melissa Auf der Maur,34.0,2,0.633,0.181,0.129,"french, synth-pop"
Advaita,34.0,2,0.534,0.742,0.834,folk
ZSK,34.0,2,0.505,0.957,0.75,punk-rock
Michel Sardou,34.0,2,0.551,0.453,0.282,french
GLAY;EXILE,34.0,3,0.596,0.919,0.734,"j-pop, j-rock"
李凱馨,34.0,3,0.586,0.492,0.405,mandopop
Sugar Kane,34.0,2,0.401,0.953,0.768,"emo, hardcore"
Anupam Roy;Anindya Chatterjee,34.0,2,0.625,0.44,0.531,"singer-songwriter, songwriter"
Flowidus,34.0,2,0.486,0.894,0.612,drum-and-bass
HIRIE,34.0,2,0.751,0.706,0.808,j-rock
Chumbawamba,34.0,2,0.478,0.876,0.715,punk
The Bronx,34.0,2,0.394,0.991,0.897,"hardcore, ska"
Javier Bátiz,34.0,2,0.714,0.638,0.832,rock-n-roll
Bernhard Brink,34.0,2,0.655,0.949,0.866,disco
BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,34.0,2,0.74,0.8,0.778,"afrobeat, dub"
Los Brios,34.0,9,0.587,0.584,0.642,rock-n-roll
Sebastien;Hagedorn,34.0,2,0.798,0.549,0.471,deep-house
Zedd;Kehlani,34.0,10,0.693,0.564,0.574,"edm, electro, german"
SirensCeol,34.0,2,0.607,0.799,0.468,"dub, dubstep"
Bravesboy,34.0,2,0.77,0.556,0.692,ska
Gryffin;OneRepublic,34.0,4,0.636,0.69,0.542,"edm, house"
Johnny Laboriel;Los Rebeldes Del Rock,34.0,3,0.644,0.663,0.755,rock-n-roll
Mat Zo;Chuck D,34.0,2,0.626,0.834,0.64,"progressive-house, trance"
White Noise Sleep Sounds,34.0,3,0.067,0.183,0.079,sleep
Golden Earring,34.0,2,0.491,0.737,0.568,"blues, hard-rock"
Jasleen Royal;Fresh Talent Studios,34.0,2,0.461,0.429,0.361,"singer-songwriter, songwriter"
Catnapp,34.0,3,0.7,0.606,0.524,club
Grupo Lluvia,34.0,3,0.573,0.439,0.509,rock-n-roll
El Cruce,34.0,2,0.416,0.82,0.816,blues
Mat Zo;Eyes That Lie,34.0,2,0.536,0.812,0.445,"progressive-house, trance"
Oyh!,34.0,2,0.683,0.331,0.35,study
SWANKY DANK,34.0,2,0.327,0.988,0.638,"hardcore, j-rock"
Tapps,34.0,2,0.685,0.841,0.843,disco
Sachin Warrier;Job Kurian;Sayanora,34.0,2,0.509,0.475,0.294,malay
Beto Diaz,34.0,2,0.661,0.53,0.656,rock-n-roll
Lorenzo,34.0,3,0.838,0.625,0.571,french
Berg;Skazi,34.0,2,0.604,0.826,0.433,trance
Doon Kanda,34.0,2,0.663,0.769,0.674,club
Joris Voorn;Underworld,34.0,3,0.665,0.733,0.433,"minimal-techno, techno"
Ocean Waves Sleep Aid,34.0,3,0.158,0.383,0.159,sleep
Jacques Offenbach;Nemanja Radulović;Camille Thomas;Double Sens,34.0,2,0.11,0.03,0.045,"french, opera"
Sleepy Times;Sample Rain Library;Nature Recordings,34.0,2,0.165,0.698,0.288,sleep
Checo Acosta,34.0,5,0.612,0.787,0.811,salsa
DENZO,34.0,2,0.638,0.626,0.387,french
Santesh,34.0,4,0.642,0.882,0.794,malay
J Balvin;Ed Sheeran,34.0,7,0.889,0.641,0.609,"latin, latino, reggae"
ルサンチマン,34.0,2,0.502,0.874,0.748,j-rock
6t6;T.O.K;Squash;Rygin King,34.0,2,0.675,0.416,0.552,"dancehall, j-dance"
Charly Black;Dj Braindead,34.0,2,0.748,0.874,0.729,"dancehall, j-dance"
Rain Sounds XLE Library,34.0,3,0.22,0.653,0.275,sleep
The Early November,34.0,2,0.365,0.952,0.455,"emo, j-rock"
The Intruders,34.0,2,0.299,0.346,0.408,disco
BaianaSystem;Samba de Lata de Tijuaçú,34.0,2,0.779,0.918,0.602,"afrobeat, dub"
DAF,34.0,2,0.801,0.792,0.752,"electronic, industrial"
Sajanka,33.933,15,0.59,0.846,0.483,trance
The Amity Affliction,33.923,13,0.356,0.895,0.539,metalcore
Renaud,33.875,8,0.533,0.534,0.537,french
menores atos,33.857,7,0.577,0.874,0.648,"emo, hard-rock, hardcore"
Godsmack,33.85,20,0.426,0.864,0.618,"alt-rock, alternative, grunge"
Lars Winnerbäck,33.84,25,0.5,0.61,0.517,"singer-songwriter, songwriter, swedish"
Eve 6,33.833,6,0.498,0.871,0.782,grunge
Tritonal;Eric Lumiere;Steve Brian,33.833,6,0.626,0.741,0.514,"dub, dubstep, trance"
Freddie King,33.8,5,0.64,0.548,0.731,"acoustic, blues"
Bobby Timmons,33.8,5,0.481,0.297,0.368,"jazz, piano"
Stupeflip,33.8,10,0.627,0.807,0.599,french
Leslie Cheung,33.8,15,0.554,0.408,0.355,cantopop
Rupee,33.75,4,0.858,0.702,0.844,dancehall
Medina,33.75,4,0.808,0.78,0.812,"dancehall, swedish"
ロクデナシ,33.75,4,0.617,0.585,0.607,j-pop
Los Polifaceticos,33.75,4,0.418,0.582,0.632,rock-n-roll
Ryoko Hirosue,33.75,4,0.707,0.911,0.846,"j-pop, techno"
Agents Of Time,33.75,4,0.742,0.723,0.472,techno
The Green,33.75,4,0.764,0.631,0.748,j-rock
RK,33.75,4,0.75,0.645,0.56,french
Sean Paul;Sia,33.75,4,0.624,0.86,0.834,"dance, dancehall"
Hov1,33.727,11,0.748,0.658,0.643,swedish
La Tropa Loca,33.714,7,0.553,0.599,0.648,rock-n-roll
Derek & The Dominos,33.679,28,0.409,0.849,0.649,"blues, british, country"
Duane Eddy,33.667,3,0.41,0.441,0.629,rockabilly
Rattan Mohan Sharma,33.667,3,0.447,0.33,0.396,classical
Project Malabaricus;Sithara Krishnakumar,33.667,3,0.652,0.681,0.596,malay
Fei Yu-ching,33.667,3,0.348,0.37,0.235,mandopop
Hi-STANDARD,33.667,3,0.505,0.95,0.835,"j-rock, punk-rock"
Sless Praismo;Frogman,33.667,3,0.595,0.252,0.308,study
Die Cappuccinos,33.667,3,0.703,0.862,0.897,disco
Lacuna Coil,33.667,12,0.414,0.783,0.456,goth
Los Chicanos,33.667,6,0.584,0.419,0.519,rock-n-roll
Die Paldauer,33.667,3,0.716,0.879,0.873,disco
